time,phasePid,sfCpuPct,sfWsMB,sfPrivMB,sfGpuPct,sfGpuMemMB,wvCount,wvCpuPct,wvWsMB,wvPrivMB,wvGpuPct,wvGpuMemMB
2026-07-19 11:25:21.207,22332,0,41.7,3143.4,0,0,0,0,0,0,0,0
2026-07-19 11:25:23.938,22332,2.93,212.4,3433.5,0,13.3,0,0,0,0,0,0
2026-07-19 11:25:26.887,22332,8.84,825.2,3704.4,7.68,925.4,0,0,0,0,0,0
2026-07-19 11:25:29.954,22332,11.88,2082.4,5564.1,9.27,1061,0,0,0,0,0,0
2026-07-19 11:25:32.906,22332,8.72,3509.4,7052,16.55,1021.4,7,0,343.6,205.4,0,0
2026-07-19 11:25:36.027,22332,9.04,4451.6,7698,12.94,1021.4,7,0,340.3,201.9,0,0
2026-07-19 11:25:39.066,22332,10.03,6379.5,8098.2,0,1021.6,7,0,340.2,201.8,0,0
2026-07-19 11:25:41.966,22332,22.29,7366.9,8545,0.02,1021.6,7,0,340.2,201.8,0,0
2026-07-19 11:25:45.062,22332,31.1,7551.9,8696.5,0,1021.6,7,0,340.4,201.8,0,0
2026-07-19 11:25:47.931,22332,9.28,7619.2,8753.9,0,1021.6,7,0,340.4,201.8,0,0
2026-07-19 11:25:50.847,22332,7.39,7994.6,9020.2,4.03,1763.3,7,0.02,341.4,202.1,0,0
2026-07-19 11:25:53.800,22332,11.79,7951.8,9648.7,85.86,1747.8,7,0,341.4,202.1,0,0
2026-07-19 11:25:56.901,22332,11.34,8047.9,9665.2,74.42,2041.6,7,0,349.6,202.4,0,0
2026-07-19 11:25:59.927,22332,15.51,8203.3,10048.5,93.84,2043.6,7,0.05,351.8,202.5,0,0
2026-07-19 11:26:03.049,22332,16,8142.1,9986.1,93.85,2043.6,7,0,351.8,202.5,0,0
2026-07-19 11:26:06.093,22332,13.51,8141.8,9986.1,93.89,2043.5,7,0,351.8,202.5,0,0
2026-07-19 11:26:09.228,22332,14.24,8107,9950.7,93.49,2043.6,7,0,351.8,202.5,0,0
2026-07-19 11:26:12.294,22332,14.54,8107.7,9950.7,93.84,2043.5,7,0,351.8,202.5,0,0
2026-07-19 11:26:15.393,22332,14.98,8107.8,9950.7,93.62,2043.5,7,0,351.8,202.5,0,0
2026-07-19 11:26:18.528,22332,13.94,8108,9950.7,87.03,2043.5,7,0,351.8,202.4,0,0
2026-07-19 11:26:21.884,22332,14.51,8108.1,9950.6,85.9,2043.6,7,0,351.9,202.5,0,0
2026-07-19 11:26:24.992,22332,15.05,8108.1,9950.6,86.38,2043.6,7,0.02,351.9,202.5,0,0
2026-07-19 11:26:28.284,22332,15.1,8108.4,9950.6,86.63,2043.6,7,0.26,361.3,207.2,0,0
2026-07-19 11:26:31.383,22332,12.61,8108.4,9950.6,86.69,2043.6,7,0.02,362.3,207.8,0,0
2026-07-19 11:26:34.536,22332,14.04,8108.6,9950.6,0,2044.2,7,0,362.1,207.6,0,0
2026-07-19 11:26:37.580,22332,13.79,8172.7,10014.8,86.59,2044.2,7,0,362.1,207.6,0,0
2026-07-19 11:26:40.761,22332,13.81,8172.8,10014.8,85.24,2044.1,7,0,360.8,206.2,0,0
2026-07-19 11:26:43.784,22332,13.81,8109.4,9951.2,87.3,2044.2,7,0.02,360.8,206.1,0,0
2026-07-19 11:26:46.981,22332,16.09,8109.5,9951.2,86.81,2044.1,7,0,361.1,206.2,0,0
2026-07-19 11:26:49.992,22332,15.6,8110.6,9951.7,86.68,2044.2,7,0,361.1,206.2,0,0
2026-07-19 11:26:53.088,22332,14.43,8110.6,9951.7,86.94,2044.1,7,0,361.2,206.3,0,0
2026-07-19 11:26:56.266,22332,15.36,8110.8,9951.7,84.16,2044.1,7,0,361.1,206.2,0,0
2026-07-19 11:26:59.467,22332,15.19,8110.8,9951.7,86.56,2044.1,7,0,360.9,205.9,0,0
2026-07-19 11:27:02.472,22332,15.56,8110.9,9951.7,87.45,2044.2,7,0,360.9,205.9,0,0
2026-07-19 11:27:05.544,22332,14.59,8110.9,9951.7,87.09,2044.2,7,0,360.9,205.9,0,0
2026-07-19 11:27:08.469,22332,14.32,8111.1,9951.7,87.36,2044.1,7,0,360.9,205.9,0,0
2026-07-19 11:27:11.497,22332,13.67,8111.1,9951.7,87.78,2044.1,7,0,360.9,205.9,0,0
2026-07-19 11:27:14.351,22332,14.01,8111.2,9951.7,87.82,2044.1,7,0.02,360.8,205.9,0,0
2026-07-19 11:27:17.344,22332,17.29,8111.4,9951.8,87.81,2044.1,7,0,360.9,205.9,0,0
2026-07-19 11:27:20.305,22332,14.43,8111.4,9951.8,89.25,2044.2,7,0,360.8,205.8,0,0
